NCT01975389,Pfizer,False,AL,https://ClinicalTrials.gov/show/NCT01975389,True,The Evaluation of Bococizumab (PF-04950615; RN316) in Reducing the Occurrence of Major Cardiovascular Events in High Risk Subjects,Cardiovascular Disease,Drug:bococizumab (PF-04950615); Drug:Placebo,[],"January 19, 2016",18,9223372036854775807,Both,False
NCT01975376,Pfizer,False,AL,https://ClinicalTrials.gov/show/NCT01975376,True,The Evaluation of Bococizumab (PF-04950615;RN316) in Reducing the Occurrence of Major Cardiovascular Events in High Risk Subjects,Cardiovascular Disease,Drug:bococizumab (PF-04950615); Drug:Placebo,[],"January 19, 2016",18,9223372036854775807,Both,False
NCT02451137,Sanofi,False,AL,https://ClinicalTrials.gov/show/NCT02451137,True,"A ""Real World"" Trial to Determine Efficacy and Health Outcomes of Toujeo (ACHIEVE CONTROL REAL LIFE STUDY PROGRAM)","Diabetes Mellitus, Type 2",Drug:INSULIN GLARGINE (U300); Drug:INSULIN GLARGINE (U100); Drug:Insulin detemir (Levemir),[],"February 3, 2016",18,9223372036854775807,Both,False
NCT01101035,Takeda,True,AL,https://ClinicalTrials.gov/show/NCT01101035,True,Cardiovascular Safety of Febuxostat and Allopurinol in Patients With Gout and Cardiovascular Comorbidities,Cardiovascular Disease,Drug:Febuxostat; Drug:Allopurinol,[],"August 11, 2015",50,9223372036854775807,Both,False
NCT01991795,AstraZeneca,False,AL,https://ClinicalTrials.gov/show/NCT01991795,True,A Study Comparing Cardiovascular Effects of Ticagrelor Versus Placebo in Patients With Type 2 Diabetes Mellitus,"Diabetes Mellitus, Type 2",Drug:Ticagrelor 60 mg; Drug:Ticagrelor placebo,[],"January 11, 2016",50,130,Both,False
NCT02164513,GlaxoSmithKline,False,AL,https://ClinicalTrials.gov/show/NCT02164513,True,"A Study Comparing the Efficacy, Safety and Tolerability of Fixed Dose Combination (FDC) of FF/UMEC/VI With the FDC of FF/VI and UMEC/VI; Administered Once-daily Via a Dry Powder Inhaler (DPI) in Subjects With Chronic Obstructive Pulmonary Disease (COPD)","Pulmonary Disease, Chronic Obstructive",Drug:fluticasone furoate (FF); Drug:vilanterol (VI); Drug:umeclidinium bromide (UMEC),[],"February 4, 2016",40,9223372036854775807,Both,False
NCT01966107,AstraZeneca,False,AL,https://ClinicalTrials.gov/show/NCT01966107,True,Evaluate the Effect of Aclidinium Bromide on Long-term Cardiovascular Safety and Exacerbations in Moderate to Very Severe COPD Patients.,COPD; Chronic Obstructive Pulmonary Disease; Moderate to Very Severe COPD,Drug:Aclidinium Bromide; Drug:Placebo,[],"January 14, 2016",40,130,Both,False
NCT02182830,Boehringer Ingelheim,False,AL,https://ClinicalTrials.gov/show/NCT02182830,True,24 Week Efficacy and Safety Study of Empagliflozin (BI 10773) in Hypertensive Black/African American Patients With Type 2 Diabetes Mellitus and Hypertension,"Diabetes Mellitus, Type 2; Hypertension",Drug:Empagliflizon low dose; Drug:placebo; Drug:Empagliflizon high dose,[],"January 26, 2016",18,9223372036854775807,Both,False
NCT02019264,Eisai Inc.,False,AL,https://ClinicalTrials.gov/show/NCT02019264,True,A Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors,Cardiovascular Disease; High Cardiovascular Risk; Obesity; Overweight; Type 2 Diabetes,Drug:APD356-Lorcaserin hydrochloride; Drug:Placebo,[],"November 5, 2015",40,9223372036854775807,Both,False
NCT02528253,Pfizer,False,AL,https://ClinicalTrials.gov/show/NCT02528253,True,A Phase 3 Study of Tanezumab for Chronic Low Back Pain,Low Back Pain,"Biological:Placebo to Week 16; tanezumab 5mg SC; Biological:Placebo to Week 16, tanezumab 10 mg SC; Biological:Tanezumab 5 mg SC; Biological:Tanezumab 10 mg SC; Biological:Tramadol PR oral",[],"February 1, 2016",18,9223372036854775807,Both,False
NCT02504216,Bayer,False,AL,https://ClinicalTrials.gov/show/NCT02504216,True,Efficacy and Safety of Rivaroxaban in Reducing the Risk of Major Thrombotic Vascular Events in Subjects With Peripheral Artery Disease Undergoing Peripheral Revascularization Procedures of the Lower Extremities,Peripheral Artery Disease,"Drug:Rivaroxaban (Xarelto, BAY59-7939); Drug:Rivaroxaban-Placebo",[],"February 1, 2016",50,9223372036854775807,Both,False
NCT02406677,AstraZeneca,False,AL,https://ClinicalTrials.gov/show/NCT02406677,True,Affordability and Real-world Antiplatelet Treatment Effectiveness After Myocardial Infarction Study,"Cost Sharing, Acute Coronary Syndrome,",Other:Study voucher card,[],"January 29, 2016",18,130,Both,False
NCT02387359,Synergy Pharmaceuticals Inc.,False,AL,https://ClinicalTrials.gov/show/NCT02387359,True,The Plecanatide Irritable Bowel Syndrome With Constipation Study (IBS-C),Irritable Bowel Syndrome Characterized by Constipation,Drug:Plecanatide; Drug:Placebo,[],"December 10, 2015",18,85,Both,False
NCT02111564,"Janssen Research & Development, LLC",False,AL,https://ClinicalTrials.gov/show/NCT02111564,True,A Study of Rivaroxaban (JNJ-39039039) on the Venous Thromboembolic Risk in Post-Hospital Discharge Patients,Heart Failure; Respiratory Insufficiency; Stroke Acute; Infectious Diseases; Rheumatic Diseases,"Drug:Rivaroxaban, 10 mg; Drug:Rivaroxaban, 7.5 mg; Drug:Placebo",[],"January 26, 2016",40,9223372036854775807,Both,False
NCT01920711,Novartis Pharmaceuticals,False,AL,https://ClinicalTrials.gov/show/NCT01920711,True,"Efficacy and Safety of LCZ696 Compared to Valsartan, on Morbidity and Mortality in Heart Failure Patients With Preserved Ejection Fraction",Heart Failure With Preserved Ejection Fraction,Drug:LCZ696; Drug:Valsartan,[],"October 14, 2015",50,9223372036854775807,Both,False
NCT01663402,Sanofi,False,AL,https://ClinicalTrials.gov/show/NCT01663402,True,ODYSSEY Outcomes: Evaluation of Cardiovascular Outcomes After an Acute Coronary Syndrome During Treatment With Alirocumab,Acute Coronary Syndrome,Drug:alirocumab; Drug:placebo,[],"February 3, 2016",40,9223372036854775807,Both,False
NCT01652872,Amgen,False,AL,https://ClinicalTrials.gov/show/NCT01652872,True,Strategies Using Darbepoetin Alfa to Avoid Transfusions in Chronic Kidney Disease,Management of Anemia in Chronic Kidney Disease Patients Not on Dialysis.,Biological:Darbepoetin alfa,[],"December 9, 2015",18,9223372036854775807,Both,False
NCT01492361,Amarin Pharma Inc.,False,AL,https://ClinicalTrials.gov/show/NCT01492361,True,A Study of AMR101 to Evaluate Its Ability to Reduce Cardiovascular Events in High Risk Patients With Hypertriglyceridemia and on Statin. The Primary Objective is to Evaluate the Effect of 4 g/Day AMR101 for Preventing the Occurrence of a First Major Cardiovascular Event.,Cardiovascular Diseases,Drug:AMR101; Drug:Placebo,[],"July 14, 2015",45,9223372036854775807,Both,False
NCT02573311,Boehringer Ingelheim,False,AL,https://ClinicalTrials.gov/show/NCT02573311,True,Actual Use Study of Tamsulosin in Men,Urological Manifestations,Drug:tamsulosin hydrochloride,[],"January 25, 2016",18,9223372036854775807,Male,False
NCT02526524,"Elcelyx Therapeutics, Inc.",False,AL,https://ClinicalTrials.gov/show/NCT02526524,True,"Dose-Ranging Study to Evaluate the Glycemic Effects, Safety, and Tolerability of Metformin Delayed Release in Subjects With T2DM",Type 2 Diabetes Mellitus,Drug:Met DR; Drug:Met IR; Drug:Placebo,[],"January 7, 2016",25,9223372036854775807,Both,False
NCT02487446,Novartis Pharmaceuticals,False,AL,https://ClinicalTrials.gov/show/NCT02487446,True,Efficacy and Safety Study of QVA149 in COPD Patients,Chronic Obstructive Pulmonary Disease (COPD),Drug:QVA149; Drug:Umeclidinium/vilanterol; Drug:Placebo (umeclidinium/vilanterol); Drug:Placebo (QVA149),[],"June 29, 2015",40,9223372036854775807,Both,False
NCT02465567,"Pearl Therapeutics, Inc.",False,AL,https://ClinicalTrials.gov/show/NCT02465567,True,Study to Assess the Efficacy and Safety of PT010 Relative to PT003 and PT009 in Subjects With Moderate to Very Severe COPD (Ethos),COPD,Drug:BGF MDI 320/14.4/9.6 g; Drug:GFF MDI 14.4/9.6 g; Drug:BGF MDI 160/14.4/9.6 g; Drug:BFF MDI 320/9.6 g,[],"December 22, 2015",40,80,Both,False
NCT02342249,Vertex Pharmaceuticals Incorporated,False,AL,https://ClinicalTrials.gov/show/NCT02342249,True,Study of Acute Uncomplicated Seasonal Influenza A in Adult Subjects,Influenza A,Drug:VX-787 and oseltamivir,[],"July 28, 2015",18,64,Both,False
NCT02336685,"Janssen Research & Development, LLC",False,AL,https://ClinicalTrials.gov/show/NCT02336685,True,"Study of Efficacy, Safety of Fulranumab Adjunctive Use in OA of Hip or Knee, PAI3001",Osteoarthritis; Pain,Drug:Placebo; Drug:Fulranumab 1 mg; Drug:Fulranumab 3 mg,[],"January 20, 2016",18,99,Both,False
NCT01968967,Pfizer,False,AL,https://ClinicalTrials.gov/show/NCT01968967,True,Randomized Clinical Trial of Bococizumab (PF-04950615; RN316) in Subjects With Hyperlipidemia or Mixed Dyslipidemia at Risk of Cardiovascular Events,Hyperlipidemia,Drug:Bococizumab (PF-04950615; RN316); Other:Placebo,[],"January 25, 2016",18,9223372036854775807,Both,False
NCT01877915,"Janssen Research & Development, LLC",False,AL,https://ClinicalTrials.gov/show/NCT01877915,True,"A Study to Assess the Effectiveness and Safety of Rivaroxaban in Reducing the Risk of Death, Myocardial Infarction or Stroke in Participants With Heart Failure and Coronary Artery Disease Following an Episode of Decompensated Heart Failure",Heart Failure; Coronary Artery Disease,Drug:Rivaroxaban; Drug:Placebo; Other:Standard of care for heart failure and coronary artery disease,[],"January 26, 2016",18,95,Both,False
NCT01272037,National Cancer Institute (NCI),False,AL,https://ClinicalTrials.gov/show/NCT01272037,True,"Tamoxifen Citrate, Letrozole, Anastrozole, or Exemestane With or Without Chemotherapy in Treating Patients With Invasive RxPONDER Breast Cancer",Ductal Breast Carcinoma In Situ; Estrogen Receptor and/or Progesterone Receptor Positive; HER2/Neu Negative; Invasive Breast Carcinoma; Multicentric Breast Carcinoma; Multifocal Breast Carcinoma; Synchronous Bilateral Breast Carcinoma,Drug:Anastrozole; Drug:Exemestane; Other:Laboratory Biomarker Analysis; Drug:Letrozole; Other:Quality-of-Life Assessment; Drug:Systemic Chemotherapy; Drug:Tamoxifen Citrate,[],"February 4, 2016",18,9223372036854775807,Female,False
